,Text,label
64,who do and live next door to,1
650,what is the most advanced handheld calculator in the world,1
6583,what is the income of colombia south america,1
2912,very good product well made,0
2884,it not user friendly,0
507,two men in beige coat talking,0
1465,how many time a day should you take a prescription marked,1
6003,what gate opened on east and west berlin,1
7607,what doe do for a living,1
4135,what do the name and mean,1
2072,how do you write a book report,1
4353,how much doe the president get paid,1
5649,what is the abbreviation of the national bureau of investigation,1
4521,why are there braille thing on the atm machine that people drive through,1
18,a man and a child in a hard hat are sawing at a tree,0
5525,who wa the first black woman to star in the folie bergeres,1
6780,who declared i think i go out and milk the elk,1
4482,what singer sings oh boy,1
3806,it really created a unique feeling though,0
586,what is a fear of being alone,1
3480,what do bee hive do in cranberry bog,1
2710,also it slim enough to fit into my alarm clock docking station without removing the case,0
4066,speaking of the music it is unbearably predictably and kitchy,0
2066,what incident caused the canning of a summit conference between eisenhower and,1
3462,what country did king gustav v reign over from 197 to 195,1
8203,which police department made the largest cocaine seizure ever in ventura county,1
6252,loc state what state doe represent,1
8202,what airport is on the piccadilly subway line,1
4552,what african country is governed from,1
1985,what creature is the absolute fastest in moving in the world bird mammal etc,1
1163,an elderly woman in a pink dress carrying a magazine,0
7969,who wa friend and biographer,1
3103,what kind of animal were in the paleozoic era,1
4322,really awful,0
385,what the closest spectrum yellow dwarf to earth,1
351,what is the speed of the mississippi river,1
7864,what is the capital of congo,1
795,what doe a topophobic actor suffer from,1
2054,this is not corn it is a willow,0
4585,what are the three secondary color,1
1600,a woman with long hair and a white shirt is standing in the road,0
4035,nevertheless yet another wonderful film from the great master stable,0
1565,people gathered in a circle some holding musical instrument,0
1162,an elderly woman dressed in pink is walking and clutching a magazine,0
2061,what the capital of iowa,1
2566,why do we ask for the check and not the bill at a restaurant,1
4568,how do i increase my biceps size,1
6624,what is the vdrl test of blood,1
828,a man in a smart fedora hat black shirt and blue jean carrying a manila folder stride to the left against a black wall with a large white arrow pointing the other way,0
1253,a young girl dressed in nice springtime clothes is strolling on a lawn by a creek and pond,0
1570,a man wait at a crosswalk holding a motorbike helmet,0
3218,plan on ordering from them again and again,0
3420,how can anyone in their right mind ask for anything more from a movie than this,0
4053,name the various to which the angel ha belonged,1
5269,what baseball expression came from the nautical term for ship sailing between the atlantic and pacific before the panama canal,1
29,the person in the striped shirt is mountain climbing,0
5601,what the largest agricultural crop by weight,1
2737,what soft drink not only ha it own video game but wa featured in it own marvel comic book,1
1705,a group of people are walking around a crowded area with dirt on the ground,0
1013,two dog play with each other on a wood floor,0
1201,two dog biting each other playfully while jumping,0
5217,what country after canada and mexico is closest to the,1
4240,what doe venus retrograde mean,1
957,two dog playing outside near the water,0
271,people playing hockey on ice,0
2575,i put the latest o on it v and it now like to slow to a crawl and lock up every once in a while,0
6011,why doe the sun shine only a short time in alaska,1
5015,how many leo have been,1
1397,what is the name of the medical condition in which a baby is born without a brain,1
1284,a man in an orange shirt standing on the grass just off the path while a woman in a blue shirt look back at him from farther up the cement path,0
7083,where is the thomas edison museum,1
2404,if you have several dozen or several hundred contact then imagine the fun of sending each of them one by one,0
717,what is the origin and the meaning of the name,1
1975,what color are the castellated wall of the kremlin,1
783,when wa hurricane hugo,1
4375,instead we got a bore fest about a whiny spoiled brat babysitting,0
531,what is the largest city on the great lake,1
986,who said i shall return during world war two,1
8397,how many propeller helped power the plane the brother flew into history,1
4939,how do you clean up a cache,1
6687,is considered to be the first singing cowboy of what,1
3630,the character development also lacked in depth,0
1216,a man with long dreadlock is stopped by two men in blue uniform,0
328,which bloom county resident wreaks havoc with a computer,1
2797,what is celebrated on,1
4627,what nantucket shipwreck killed more diver exploring it than the 52 people it sank with,1
8422,how do i legally make my own will and testament,1
1337,two woman with short hair are discussing something,0
75,a batter swing at a ball,0
1664,what did do in his pro boxing career,1
93,what book feature a the central character,1
129,a small boy fully dressed playing in the sand,0
1859,how old is,1
3185,what is the 401 k plan,1
2869,the update procedure is difficult and cumbersome,0
6562,what type of childhood did have,1
5827,in the hero awakes one morning to find himself turned into what,1
2988,sprint terrible customer service,0
3320,happy so far,0
7434,what british female pop singing star of and wa a child actress in and,1
779,onlooker clapping a a man dance on a gymnasium floor,0
2190,what is the average age a horse life,1
4525,when will the millennium officially begin,1
1569,who did tender his resignation to,1
3063,i could not recommend these more,0
2528,it is so small and you do even realize that it is there after a while of getting used to it,0
1917,what cause rolling thunder,1
3643,the movie lack visual interest drama expression of feeling and celebration of the very patriotism that underline the narrative,0
7953,what artist studio wa the in,1
2859,how doe the speed the magnet spin in a generator affect the output of the generator,1
813,in did ireland elect it first woman president,1
7326,what is the homelite home page,1
3779,god and i can never get that 9 minute back,0
2401,who wa secretary of state during the administration,1
3125,what is the historical relationship of catholic church and bingo,1
6626,what wa the player name who played nose tackle for the eagle in super bowl xv,1
8095,is famous for what,1
2947,i own a jabra earset and wa very happy with it but the sound quality especially outgoing on this is better,0
3071,it is well made easy to access the phone and ha a handy detachable belt clip,0
7846,who owns cnn,1
1873,a japanese person with bleached set in a design with spike wearing a black leather jacket,0
2109,this is not a goldfish it is a window,0
6125,who wa moorish general,1
6464,what should you do for an ankle sprain,1
6919,where can i find the status of my tax return,1
3577,what army wa founded by and his wife,1
3977,the budget wa evidently very limited,0
2139,this is not a hawk it is a cod,0
7401,what is the most radioactive food,1
731,a boy surrounded by pigeon,0
3629,what make a tornado turn,1
2452,i love this thing,0
1586,a person is laying on a blue blanket on a street sidewalk,0
1188,what wa the filling in the first golf ball,1
3872,where the petrified forest,1
657,how is easter date determined,1
996,where is the actress buried,1
3915,the script is bad very bad it contains both cheesiness and unethical joke that you normally see in rated r or 7 movie,0
4744,how long wa the longest hiccup attack,1
4097,very bad performance play a computer expert who is at home all the time,0
1913,what is the origin of the word,1
8251,what is the recipe or formula for,1
1987,a black dog catch a red and blue tennis ball,0
2206,this is not a beaver it is a chipmunk,0
2486,product wa excellent and work better than the verizon one and boy wa it cheaper,0
8256,what is the address of the famous mexican star thalia,1
1145,two woman in bathing suit watching people on the step with a huge white bubble,0
7773,what is real name,1
1472,who reply i know to princess leia confession i love you in the empire strike back,1
8187,what corporation doe advertise for,1
1736,what college football team did knute rockne build into a power,1
727,how many degree cooler is the inside of a cucumber than the air outside,1
6201,how many major nazi leader went on trial after the war at nuremberg,1
15,a football player in red being tackled by opponent in white,0
5933,what country is the origin of the band the creep,1
6020,who gave his first dose of lsd,1
4182,this movie is so awesome,0
2795,great product and price,0
863,where is windsor castle,1
1310,what sea separate naples and algiers,1
5496,what is the snowiest city in the,1
3295,do buy this product it fails,0
2588,the replacement died in,0
4343,it the one movie that never cease to interest me simply because it keep me alert a i try to attempt to decipher it meaning,0
2274,this is not a cat it is dog,0
6013,how doe blood clot,1
3360,who are the challenger of the unknown,1
3351,it did charge for me,0
3001,what film featured the character,1
3896,what year did the vietnam war end,1
5942,what is the estimated total whitetail deer population,1
5361,how many different type of skunk are there,1
5426,where can i find the history of the taiwanese language,1
2614,i would recommend this,0
3000,those phone are working just fine now,0
5171,what pseudonym did use in writing the gift of the magi,1
7637,how doe co cob ct get it name,1
1834,a woman and a child in front of a tree opening present,0
2741,new battery work great in phone,0
6722,who wa the first russian astronaut to walk in space,1
3559,if you do go see this movie bring a pillow or a to keep you occupied through out,0
8346,what peruvian city is home to the mummified body of,1
8112,what wa the orca name that died of a fungal infection at sea world,1
8179,what monarch signed the magna carta,1
2658,good product incredible value,0
866,what party wa a member of,1
7752,what is the origin of the word bear,1
745,two men in black jacket are standing near a fire,0
563,a view of the manhattan skyline from a nearby street,0
2971,i am very happy,0
1449,a dark brown dog is running along a fence outside,0
1315,what is a stratocaster,1
2196,who is,1
2241,what wa ox name,1
1715,small dog catching a frisbee,0
3175,worthwhile,0
5054,what do you do when your mouse is working a fast a it supposed to,1
1741,a man and woman standing under a covered patio with the sun beaming through the trellis slat,0
589,when reading classified ad what doe eenty other stand for,1
1065,a group of six people are standing next to a white fence,0
569,what city is served by logan international airport,1
1917,a white dog is running with an orange fence behind him,0
6432,what is the name of the planet that the live on,1
2173,this is not a sparrow it is a beetle,0
2113,what doe storm wave mean in japanese,1
2998,what rocky mountain ridge separate north america eastward and river,1
3322,what is the deepest area of the arctic ocean,1
3571,what attracts tourist to,1
4707,what must a la vega blackjack dealer do when he reach 16,1
2818,price is good too,0
6251,who wrote brave new world,1
6339,why is the moon different size and color,1
7676,who wa the president,1
4064,if you do watch it however there are small consolation the actress playing sister each do a wonderful job with their role,0
8295,where is the group m people from,1
2401,tied to charger for conversation lasting more than 45 problem,0
3945,what is the origin of the surname of,1
2664,returned 8 hour later,0
4232,what wa the target rate for growth in,1
5255,enty symbol what is the trademark of a washington redskin fan,1
799,two guy are wearing matching uniform,0
1759,girl tangled in multicolored band on track,0
7741,what did warlock wear on his forehead in marvel comic,1
6966,what country imposed the berlin blockade in,1
2536,in my house i wa getting dropped coverage upstairs and no coverage in my basement,0
9,a cricket player miss the pitch,0
7023,what character tool around on a,1
540,older man in blue shirt staring down at a beer can in his hand,0
2385,what cigarette company urged u come to where the flavor is,1
2261,this is not garlic it is bread,0
7751,who led the norman to victory in the battle of hastings,1
729,what are the five most expensive city in the world,1
6014,how big is our galaxy in diameter,1
4680,who wa camp david named for,1
4130,what wa job in the soviet union,1
5854,what color is blood,1
3851,enty event what age followed the bronze age,1
4304,what costume designer decided that should only wear one glove,1
4882,what three color are on the french flag,1
2619,how many film are made by the major studio in,1
4025,what british tv series featured,1
498,a little girl venture on a collapsed tree house,0
7010,how big is a normal size penis for a,1
2551,what russian submarine sank in the norwegian sea on,1
3845,what is known for,1
4145,what is job,1
2647,it is very comfortable to wear a well which is probably the most important aspect about using a case,0
6988,what is the taste that beat the others cold,1
3180,treo and refused to replace it again and forced me to buy another phone without any kind of upgrade discount,0
4673,what wa the first town to be chartered in vermont,1
1355,what the largest letter in signature,1
4934,what are the world three largest ocean in order of size,1
8355,what president once told please give my regard to your wife,1
5063,what the rathaus in frankfurt,1
2929,how many teat doe a female goat sport,1
7536,who wa,1
2589,any ring good phone to,0
7689,what nationality is a sicilian,1
2644,why do eye sometimes look red in photograph,1
4241,it ha everything you could want suspense drama comedy confusing subplots native american brain eating if you looking for the of brainsucking movie look no further,0
3039,very,0
5451,what chapter of gone with the wind ha leaving o,1
3158,what poem contains the line grow old with me the best is yet to be,1
447,how do i tie dye clothes,1
803,two girl are sitting on the step and one girl is laughing,0
2916,the phone is sturdy and waterproof,0
1470,name the creator of the muppets,1
7555,what the state motto of california,1
6839,what is the most popular sport car color,1
6680,what tennis player ha the nickname nasty,1
211,a man and a woman entertaining two child,0
840,two men talking leaning over a fence in front of a body of water,0
5752,where are the headquarters of eli lilly,1
2452,what amount of money did the philippine steal from the treasury,1
1253,what type of betting is used in horse racing,1
6329,how old is,1
504,name the who wa always after,1
5730,what are pushed and coupled in hump yard,1
3370,earbud piece break easily,0
2843,what percentage of all world tornado touch down in the u,1
6544,what is barnstorming,1
3802,what president showed a fondness for munching on bee pollen bar,1
1837,three young girl standing outside near a fence smile at the camera,0
2548,what is the mission of nike,1
4059,special mention should be made of the superb music score and sound effect which are an integral element in helping to make this such a memorable and enjoyable cartoon,0
5741,what tennis term is said to come from the french word for egg,1
6693,what tv show feature and toast on a stick,1
3446,what field sport did dentist promote and write a standard book of rule for,1
8080,enty plant what are some of australia native flora,1
6673,what exactly specifically doe sleep do for you,1
1237,the gentleman are on the boat deck relaxing,0
4898,where did cable car first roll down clay street in,1
1440,what presidential press secretary dismissed watergate a a burglary attempt,1
4507,what african animal are known a the big five,1
1721,a girl stand on a tree lined road during sunset,0
2191,what planet would you visit to see bebrenia arcadia and amazonis,1
437,a little girl venture on a collapsed tree house,0
6533,what tv detective did play,1
2141,how many different vegetation zone are there,1
6032,where is melbourne,1
6473,what is the origin of the typing practice sentence now is the time for all good men to come to the aid of their country,1
3661,conceptually the show offer a little bit of and for just about everybody parent kid fantasy fx fan,0
7388,where is mccarren airport,1
2107,this is not a giraffe it is a pony,0
3788,what language is mostly spoken in brazil,1
2015,how many leo have been,1
702,served a president of what university,1
5477,how did die,1
2577,who owns the louis ram,1
2681,what the country in the world,1
3974,considerable talent is wasted here too a he is at his most incendiary when he is unrestrained which the 3 rating certainly wo allow,0
3261,i have only had it for but so far so good,0
8372,on what continent is mozambique,1
992,what auto race wa the first to win three time,1
3045,great phone,0
8332,how do i get a complete list of all the people that are living with the last name kilvington,1
8129,enty event what significant battle wa fought in belgium in,1
2935,what is the origin of the word mushroom,1
2175,this is not a swan it is a nightingale,0
3123,i have always used corded headset and the freedom from the wireless is very helpful,0
3633,it wa just too horrible,0
2627,i ordered this for sony i but i think it only worked once thats when i first used it,0
1696,what did write,1
8171,what city is known a the rubber capital of the world,1
1119,people sit in chair at a park with a dog,0
1921,what doe an echidna look like,1
6042,how much is a canadian twenty dollar gold coin worth,1
2629,what a big waste of time,0
1609,who betrayed norway to the nazi,1
7588,how can i get someone phone number if i only have their screen name,1
4350,what animal can live the longest without food,1
2574,i connected my wife bluetooth motorola to my phone and it worked like a charm whether the phone wa in my pocket or the case,0
2298,where can i find book review of turbulent soul,1
4264,where can i find full written draft of ctbt,1
411,a girl wearing brown jacket smile,0
842,two men are leaning on the rail near the water,0
1687,two men in beige coat talking,0
4358,loc state what the northernmost state apart from alaska,1
2266,this is not a trumpet it is a camel,0
1975,four construction worker standing by a concrete machine,0
4253,what type of betting is used in horse racing,1
2992,what made famous,1
4476,what is the name of the firm that make,1
788,three men two in black business suit and one in a black dress shirt are reviewing note for a presentation,0
2899,where can i find a lesson plan for teaching the metric system conversion to american standard,1
7119,who created,1
7026,where can i find the schematic to the windshield wiper mechanism,1
5726,how do i find info about rice importer in the world,1
2307,this is not a bus it is a city,0
4052,what is real birthday,1
4311,how many lawyer are there in the state of new jersey,1
479,how do you say fresh in spanish,1
4136,what european capital celebrated it 2 anniversary in,1
2084,this is not a truck it is a voyage,0
7069,what is profession,1
6689,how can a foreigner get a social security card,1
1733,name the marvel team loosely based on dc justice league of america,1
1208,an asian girl make a surprised face while wearing a shirt that say radio,0
250,when wa the first steel mill in the united state built,1
4280,the acting suck the music suck the script suck the pacing suck the special fx suck the directing suck basically this movie suck,0
646,a scottish band marching in a stadium a a crowd look on,0
3437,what desert ha been called the garden of allah,1
1060,three men sitting on a couch and eating food while beer lay on the table,0
1165,man in light shirt and blue jean walking by graffiti,0
3780,what asian country ha a bill of right for cow,1
2977,due to this happening on every call i wa forced to stop using this headset,0
3615,secondly pretty much perfected the thriller and chase movie,0
2498,what book open at a certain village in la mancha which i shall not,1
992,several people including a man in a pink and black striped shirt who is taking a picture of something are in a city park,0
8255,what were the last name of gangster and,1
2572,why is on a,1
8296,what country is famous for persian rug,1
353,what actor first portrayed,1
44,how do they find or choose witness to an execution,1
4579,how can anyone tell if a female had sexual intercourse,1
3201,what is eagle syndrome styloid process,1
3964,what century doe captain video live in,1
2642,it defeat the purpose of a bluetooth headset,0
2290,this is not a cat it is a party,0
5345,what ballad end well maybe,1
3600,what tv comedienne character include former movie star secretary and a housewife named,1
4028,i had always known that wa a brilliant actor a he wa my dad favourite actor and i grew up watching his film a a child,0
1879,a blond woman is holding a child,0
4859,how old is,1
3772,who is,1
2678,what hungarian cardinal wa first a state prisoner and then a refugee in the embassy,1
4017,what a drinker respirator better known a,1
7123,what class of animal make up more than of known specie,1
4282,this is probably one of the least effective and utterly unoriginal film i have ever seen in my entire life,0
5634,where can i get a photograph of professor,1
3288,the speaker is of low quality so a making the ring tone sound very cheap,0
4505,where doe the santa fe trail begin and end,1
7836,enty techmeth what is the correct way to use may might,1
2533,the majority of the logitech earbud headset failed,0
6708,what is the pennsylvania state income tax rate,1
1122,who provides telephone service in orange county california,1
1392,a gloved man is walking on a sidewalk near an orange van,0
4210,what year did rossetti paint beata beatrix,1
4872,what australian city became the home of the america cup,1
4947,what is the difference between a fruit and a vegetable,1
6648,what is the pig population of the world,1
1287,a man and a woman on a path,0
537,what city gained renown for it fog,1
1064,what is,1
5279,who shoplifts,1
2169,this is not a lemon it is a mandarin,0
5197,what business export the sparkling wine,1
628,when is,1
7803,what sport achieves the highest speed,1
3979,however here there wa no decent acting action or location work to balance thing up,0
28,name a golf course in myrtle beach,1
3838,both do good job and are quite amusing,0
4074,he a national treasure,0
5396,who is the queen of holland,1
4034,how much did the minimum wage amount to in,1
4278,what is pandoro,1
1895,who wa known a the time master in comic book,1
1665,man with black vest line up a shot on a blue pool table,0
404,what predator exist on antarctica,1
206,cnn began broadcasting in what year,1
2300,this is not a goose it is a budgie,0
2449,what animal ha the best hearing,1
2921,i had to go to a store and bought a new nokia phone which is working great,0
8278,how many people visit the pope,1
1273,a dog catch a colored ball while standing in the grass,0
1810,a large man in a jacket and hat is holding something up to his ear,0
2443,it ha all the feature i want,0
2307,what general wa for criticizing american air power,1
1422,l abner favorite indian drink,1
8365,what ocean surround the maldive island,1
7427,how many people own pet,1
1925,what caused an adjournment of the anniversary session of the united nation general assembly,1
2537,voice recognition is tremendous,0
1173,who wa the secretary of war in the civil war during the battle of gettysburg,1
6549,whose husband have included and,1
4437,what is the largest shopping mall in the world,1
6198,what general died when his jeep collided with a truck,1
6777,what doe verdandi mean,1
8043,what is a fear of failure,1
1844,people are walking around and a woman lean on a baby carriage while a large crowd is seen in the background,0
6352,what are the statistic for drunken driver in maryland,1
1631,a lady and a kid in a strawberry ride,0
482,when is the tulip festival in michigan,1
13,a football player being tackled from behind by another player from a different team in front of a crowd,0
3539,how do i get another city newspaper,1
3081,how many specie of the great white shark are there,1
4542,who shot and killed himself while painting wheatfield with crow,1
718,what is the plural of gulf,1
953,two people are riding horseback in a field with a group of people far behind them,0
4049,the acting is fantastic the story are seamlessly woven together and the dog are splendid a must rent view or see,0
1247,play which instrument,1
7758,what is the difference between ninjitsu and kung fu,1
3283,when it open the battery connection is broken and the device is turned off,0
5667,what became the biggest cash crop in the in surpassing corn,1
4503,how many old is,1
2285,this is not a cypress it is a hickory,0
6803,what color bean did the ancient roman refuse to eat,1
879,what wa the occupation of,1
8193,how did become involved in the barbary war,1
1999,what doe tiffany mean,1
6944,what is the definition of a witch,1
736,what facial feature typically contains about 55 hair,1
7749,how do i do this,1
1479,baby in a rolling harness in the grass,0
3130,what novel inspired the movie bladerunner,1
4170,you learn a lot about the real inside emotion of people in this movie and a lot about the movie business itself,0
7868,what is the,1
3143,what broadway musical wa inspired by don quixote,1
2514,i got this phone around the end of may and i completely unhappy with it,0
4445,what the international radio code word for the letter b,1
3312,why is poop sometimes different color,1
3313,so i had to take the battery out of the phone put it all back together and then restart it,0
1111,kid play in a blow up playground,0
6189,enty event what famed gangland slaughter cut into the membership of bug moran outfit,1
2516,it ha been a winner for u,0
8103,what are fault in the earth crust,1
481,three adult men in a row with their arm around each other and seem to be singing,0
4823,what sport feature snatch and clean jerk,1
3534,i guess that nobody at the network that aired this dribble watched it before putting it on,0
2055,this is not a potato it is a yam,0
1025,what british tv series featured,1
3514,what country ha the largest sheep population,1
1972,four construction worker wearing neon vest stand at a construction site along with some equipment,0
2173,in waugh a handful of dust what doe the mad old man force the hero to do every afternoon,1
5614,what the green variety of beryl called,1
850,two people in coat walking down a road,0
7600,why are ice cream sundae called sundae,1
3950,so bad well it just bad,0
6534,what are the most common cause of death in the,1
989,a man wearing a black shirt is waiting in line with his luggage,0
3028,name a golf course in myrtle beach,1
1015,a dog try to bite another dog,0
3171,the reception ha been generally good,0
2743,i dropped my phone more time than i can say even on concrete and my phone is still great knock on wood,0
4711,what line of candy product included super skrunch and peanut,1
7970,what kind of woman gave sigmund freud erotic dream,1
1954,what are the valdez principle,1
2140,what sea surround the cayman island,1
5393,how doe ultraviolet light damage the dna of skin cell,1
3594,you love it,0
259,what la vega hotel burned in with the loss of 84 life,1
6580,what is a portal,1
3610,who played in the film stagecoach,1
3085,i would advise to not purchase this item it never worked very well,0
4106,never heard of any of them except cole who wa totally unbelievable in the part,0
176,where did indian pudding come from,1
5066,what incident caused the canning of a summit conference between eisenhower and,1
6102,what is difference between a poster and a print,1
2357,how doe marijuana lead to other drug,1
2580,what is the geographical center of the u including alaska and hawaii,1
7610,what distinctive about a palmiped foot,1
8127,what is fellatio,1
7744,how many island doe fiji have,1
3948,what mammal of north america is the world for it size,1
6592,how do website like yahoo and excite make money,1
7603,what cold medicine us the formula 12 in it ad,1
7021,what room did keep his library in,1
2839,why is indiglo called indiglo,1
3828,abbr exp what doe nafta stand for,1
1889,a little kid in red ha a green easter pail on their head,0
4715,what mexican leader wa shot dead in,1
5219,what is dew point,1
848,what is the full name of the plo,1
2437,when wa the internal combustion engine developed,1
6355,where doe tuberculosis come from,1
2625,i a bit disappointed,0
1707,what must a la vega blackjack dealer do when he reach 16,1
629,what make a tornado turn,1
1539,what doe a philatelist collect,1
277,man and woman sitting and talking near a small waterfall,0
5822,when is the thai new year,1
3506,an hour and a half i wish i could bring back,0
1583,united state military personnel working on a group project,0
1508,what is the alphabet for latin,1
3629,i mean in a realistic world she would never have gotten into that ballet repertory the whole thing wa quite pathetic,0
952,two people riding horse in a competition with other people on horse in the background,0
1902,what is the origin of jiggy a in getting jiggy with it,1
4019,why do recipe book recommend starting with cold water when you boil something,1
1904,what is the definition of cosmology,1
3294,great phone,0
2309,this is not a toaster it is a cooker,0
1048,what province is edmonton located in,1
5516,what engineer invented the can,1
5319,where doe the opera singer come from,1
7360,how many people live in city,1
2552,why can you taste anything when you have a cold,1
366,an older couple is walking down the street,0
215,how many specie of shark are there,1
4840,what famed london criminal court wa once a feudal castle,1
6829,what are the name of two son,1
1153,what feathered cartoon character do yugoslavian know a gaja and,1
322,what is the deepest area of the arctic ocean,1
8070,how do you find the area of a circle,1
2038,what six word follow the line from a jack to a,1
3262,when did world war i start,1
1547,which operating system run on machine,1
39,a man parasailing in rough water,0
1311,how many lawyer are there in the state of new jersey,1
655,a young boy and girl playing,0
2165,where do the blackhawks maintain their operation,1
7162,what are the 10 plague of egypt,1
3544,what animal ha killed the most people,1
926,older gentleman and woman sitting around debating topic,0
7284,name four comic strip about pilot,1
5578,where is former pro wrestler rubber man walker,1
1231,what novel did introduce in,1
4084,what is britain possession on the chinese mainland,1
7748,what the most powerful country in the world,1
4206,when a song could explain the emotion of the subject better such a when unfortunate life wa a subject of talk the song old man by wa played which evokes many emotion,0
458,two dog are shaking themselves dry on the path next to the water,0
6006,in what movie is the number nine found in the title,1
3371,lousy product,0
2640,what are the conjugation of wake and woke,1
2664,when did paint the forest of fontaine,1
1230,a little girl on the beach with a shovel in hand,0
3826,the use of needlessly repeat itself throughout the movie but is well backed up by bad acting and bad is a kind word here no continuity scene that are thrown in for no reason whatsoever vehicle that looked like they were made from a corn flake box and a directorial style that bordered on stupidity,0
2804,how is thalassemia defined,1
1158,a little boy in a plaid shirt look up a he lay on a blue sofa,0
4376,then i watched it again th 2 5 and i began to really enjoy it and this time i taped the entire thing,0
5505,the name of the actor who played the detective in the film kindergarden cop is what,1
6153,what is the youngest age a boy or girl can have an orgasm,1
4359,both actor truly understand and become their particular character delivering a convincing sincere performance,0
1037,a brown dog and a black and white dog stand beside a hole in the dirt,0
1381,a boxer wearing red is punching a boxer wearing white and blue while both men are wearing boxing gear,0
4647,how can someone become a federal agent,1
6123,enty event what started in when gold wa discovered at sutter mill,1
3253,just doe not work,0
7653,how many bail are there in a cricket wicket,1
3714,it even ha it sweet moment,0
281,what the official animal of canada,1
3227,really good product,0
1383,two men are duking it out in a boxing ring,0
4563,when were camcorder introduced in malaysia,1
3729,what are the five most expensive city in the world,1
4688,what is the regular price,1
2901,i would have given no star if i wa able,0
2746,this little device ha transformed my organizational capability and made my life a whole lot easier,0
3436,where is procter gamble headquartered in the,1
8054,how long doe a pig orgasm last,1
4731,what city is found in the city of oz,1
4937,what do the french call,1
3482,when is the tulip festival in michigan,1
1429,a man and woman at a table the woman ha a cup with drink in front of her,0
3010,i like design and look of behing the ear headset and 5 2 is pretty comfortible to wear 24 hour a day without pain in the ear,0
729,the little child in the blue cap is amidst the pigeon,0
880,the tiny girl dressed in a butterfly ballet costume wave her wand near a nutcracker statue,0
2135,what ice cream contain seaweed,1
3511,and sometimes it wa so embarrassing that i had to look away,0
4003,what car wa driven in the 199 release of smokey and the bandit,1
8108,what song lament the day died,1
4398,how do storm form,1
4233,it very slow,0
1612,black man stand outside a building with a van wagner sign while wearing a blue suit and tan hat,0
2844,doe not fit,0
4773,how can i find a list of fax and or email address for human resource department in massachusetts,1
4068,what is a hyperlink,1
274,who wa the president of the united state,1
8012,abbr exp what doe ph stand for,1
2922,what shampoo prevents eczema seborrhea and psoriasis,1
88,who were the five brother,1
7685,who bestowed great power upon captain britain,1
3578,what doe ribavirin consist of,1
4314,excellent short film,0
330,a little kid in a red jacket riding a broom like a horse,0
6638,who wa the first english circumnavigator of the globe,1
505,two senor citizen talking on a public street,0
3838,what is a certified nurse midwife,1
4446,who wa the original humpty dumpty,1
3833,an interesting premise and is always good a a dangerous side note i love to see drago and in a flick together talk about raging cheekbone,0
3490,it wa horrendous,0
3097,what is the definition of a cascade,1
4983,what did consider his greatest blunder in office,1
3142,if you like a loud buzzing to override all your conversation then this phone is for you,0
6950,what designed the present paul cathedral in london,1
3658,i came out of it feeling angry,0
3008,what are liver enzyme,1
8331,who wa in death of a salesman original movie not,1
6191,where did spend his exile,1
6565,what wa einstein birthplace,1
2192,this is not a goat it is a chump,0
6754,what is archimedes famous for,1
598,a man skateboarding outside balancing his skateboard on a beam,0
971,where is logan airport,1
4296,what comedienne upstaged first inauguration by giving birth to her first child,1
4670,what is the function of the appendix,1
12,who wa the pride of the yankee,1
4078,it wa also the right balance of war and love,0
2724,riingtones are not the best and neither are the game,0
2836,what baseball player wa walked the most time,1
3479,this if the first movie i given a to in,0
2691,what is the nickname of the famous flyer who mistakenly flew to ireland instead of to los angeles,1
3966,how many astronaut manned each project mercury flight,1
4377,it is a very well acted and done tv movie,0
3140,it dit not work most of the time with my nokia 532,0
308,what is bph,1
356,what year did join the professional golfer association tour,1
8093,what tv host lends his name to a line of men clothing,1
3199,for the price this wa a great deal,0
252,a street in an asian country where there are 5 people gathered around a table,0
6676,what time of year is air travel the heaviest,1
5510,what actor came to dinner in guess who coming to dinner,1
238,a person on a blue scooter wait at a crosswalk,0
2465,it feel more comfortable than most headset because i wear glass and that get in the way sometimes,0
4549,when wa cnn first broadcast,1
2094,how many more week of are there if a ground hog see his shadow,1
2847,who report the weather on the good morning america television show,1
6547,when wa the brandenburg gate in berlin built,1
2118,this is not a giraffe it is a spirit,0
1673,what wa the first town to be chartered in vermont,1
2101,this is not a cat it is a panther,0
3324,how is silk screening done,1
142,a man in a red sweatshirt is talking to a group of child in the forest,0
3877,of course the acting is blah,0
1621,a woman standing on a rock and a man standing there and talking to her,0
764,what horse did ride,1
4742,what is the abbreviation of general motor,1
7878,what food did introduce into italy from the court of,1
2429,which classical spanish writer said all that glitter is not gold,1
4056,is a very credible lady who can be very cheerfull at time and sometimes she just look like a naughty girl but deadly in her taste for blood and evil,0
2076,what court doe describe in the brother,1
2434,which cat pursued in his first cartoon appearance,1
5034,what island got their name from the spanish baja mar meaning shallow water,1
1885,bike wheel in the foreground with some men in jacket blurred in the distance,0
5420,what constellation is known a the water bearer,1
8086,what animal ha been called the poor man cow,1
2907,what is the average cost for of medical school,1
1188,a jewish family join for dinner on a to worship,0
6021,what effect doe friction have on perpetual motion,1
795,four woman are on a porch,0
3013,who killed,1
7866,what is a country that start with the letter x,1
157,what album put the on the cover of time in,1
7276,how doe a chick breathe inside an egg,1
3884,overall i rate this movie a out of a,0
5059,what a perfect score in a gymnastics exercise,1
3975,the film sole bright spot wa who will look almost unrecognizable to fan of the recent superbad due to the amount of weight he lost in the interim,0
5234,where did luther display his thesis,1
